# {'device': 'cpu', 'vocab': 50265, 'dead_token': 49652, 'dead_token_str': "'Advertisements'", 'arch': 'local', 'model': 'distilroberta-base', 'window': 2, 'freq_penalty': 0.0}
# dead token 49652 = 'Advertisements' shown as '.'
g   0 | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . borrowin . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
g  72 | Save Save Save _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> Save Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save _
g  73 | Save . Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  74 | Save Save . Save Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ </s> . . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  75 | . Save Save Save Save Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> </s> Save _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  76 | Save Save Save Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . » Save . _ Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save
g  77 | Save . Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  78 | Save Save . _ Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ _ </s> . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  79 | . </s> Save Save Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Read . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Below Advertis . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  80 | Save Save Save _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save _
g  81 | Save . Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ </s> . Save Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  82 | Save Save . Save Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> Save Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  83 | . Save Save Save Save Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  84 | Save Save Save Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ </s> . . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save
g  85 | Save . Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> </s> Save _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  86 | Save Save . _ Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . » Save . _ Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  87 | . </s> Save Save Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Read . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  88 | Save Save Save _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ _ </s> . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save _
g  89 | Save . Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Below Advertis . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  90 | Save Save . Save Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  91 | . Save Save Save Save Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ </s> . Save Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  92 | Save Save Save Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> Save Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save
g  93 | Save . Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  94 | Save Save . _ Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ </s> . . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  95 | . </s> Save Save Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Read . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Advertis </s> </s> Save _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g  96 | Save Save Save _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . » Save . _ Save _ Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save _
g  97 | Save . Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Chapter </s> </s> ] . Related . </s> Advertis </s> _ Continue . . reading Continue Advertis </s> _ Continue . . Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save .
g  98 | Save Save . Save Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save Next </s> Edit . . _ _ Links . </s> Continue Advertis </s> _ Continue . . reading Continue Advertis </s> _ _ </s> . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save
g  99 | . Save Save Save Save Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous </s> Save . . _ Save _ Tweet Save Save . . </s> Save _ Previous . Chapter . _ Edit </s> Related </s> » . . reading Continue Advertis </s> _ Continue . . reading Below Advertis . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save
g 100 | Save Save Save Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ Save . . _ Save _ Share Save Save . . </s> Save _ Next _ </s> Next . Two Edit comments _ . Posts </s> _ Continue . . reading Continue Advertis </s> _ Continue . . _ _ . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save Save . Save Save . Save Save Save
